code,title,description,job_zone,education_level,contact_with_others,physical_proximity,violence_exposure,public_facing,schedule_irregularity,isolated_workplace,high_surveillance,median_wage_annual,wage_pct10_annual,wage_pct90_annual,median_wage_hourly,total_employment,skills,training_required
25-3031.00,"Substitute Teachers, Short-Term","Teach students on a short-term basis as a temporary replacement for a regular classroom teacher, typically using the regular teacher's lesson plan.",4.0,6.0,4.63,2.9,1.81,2.17,1.45,False,False,41670.0,28560.0,65790.0,20.03,524770.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.c', 'name': 'Learning Strategies'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.1.e', 'name': 'Instructing'}, {'id': '2.B.1.f', 'name': 'Service Orientation'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
25-3041.00,Tutors,Instruct individual students or small groups of students in academic subjects to support formal class instruction or to prepare students for standardized or admissions tests.,3.0,6.0,4.59,4.38,1.36,3.76,1.45,False,False,43350.0,29430.0,75990.0,20.84,175070.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.c', 'name': 'Learning Strategies'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.1.e', 'name': 'Instructing'}, {'id': '2.B.1.f', 'name': 'Service Orientation'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}]",
25-3099.00,"Teachers and Instructors, All Other",All teachers and instructors not listed separately.,,,,,,,,,False,66140.0,37010.0,118020.0,31.8,113790.0,,
25-4011.00,Archivists,"Appraise, edit, and direct safekeeping of permanent records and historically valuable documents. Participate in research activities based on archival materials.",5.0,8.0,4.1,2.89,1.19,4.16,1.03,False,False,64550.0,39970.0,110550.0,31.03,7970.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.f', 'name': 'Service Orientation'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}]",
25-4012.00,Curators,"Administer collections, such as artwork, collectibles, historic items, or scientific specimens of museums or other institutions. May conduct instructional, research, or public service activities of institution.",5.0,8.0,4.31,2.75,1.05,4.09,1.18,False,False,63420.0,40470.0,107140.0,30.49,12150.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.c', 'name': 'Learning Strategies'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.4.g', 'name': 'Systems Analysis'}]",
25-4013.00,Museum Technicians and Conservators,"Restore, maintain, or prepare objects in museum collections for storage, research, or exhibit. May work with specimens such as fossils, skeletal parts, or botanicals; or artifacts, textiles, or art. May identify and record objects or install and arrange them in exhibits. Includes book or document conservators.",4.0,8.0,3.76,3.19,1.12,3.49,1.55,False,False,51440.0,33780.0,87530.0,24.73,12310.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.1.e', 'name': 'Instructing'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}]",
25-4022.00,Librarians and Media Collections Specialists,"Administer and maintain libraries or collections of information, for public or private access through reference or borrowing. Work in a variety of settings, such as educational institutions, museums, and corporations, and with various types of informational materials, such as books, periodicals, recordings, films, and databases. Tasks may include acquiring, cataloging, and circulating library materials, and user services such as locating and organizing information, providing instruction on how to access information, and setting up and operating a library's media equipment.",5.0,8.0,4.44,3.24,1.71,3.96,1.09,False,False,68270.0,43660.0,103990.0,32.82,133790.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.1.e', 'name': 'Instructing'}, {'id': '2.B.1.f', 'name': 'Service Orientation'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
25-4031.00,Library Technicians,"Assist librarians by helping readers in the use of library catalogs, databases, and indexes to locate books and other materials; and by answering questions that require only brief consultation of standard reference. Compile records; sort and shelve books or other media; remove or repair damaged books or other media; register patrons; and check materials in and out of the circulation process. Replace materials in shelving area (stacks) or files. Includes bookmobile drivers who assist with providing services in mobile libraries.",3.0,6.0,4.05,3.46,1.61,3.7,1.24,False,False,44580.0,29300.0,63080.0,21.43,68690.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.c', 'name': 'Learning Strategies'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.1.f', 'name': 'Service Orientation'}]",
25-9021.00,Farm and Home Management Educators,"Instruct and advise individuals and families engaged in agriculture, agricultural-related processes, or home management activities. Demonstrate procedures and apply research findings to advance agricultural and home management activities. May develop educational outreach programs. May instruct on either agricultural issues such as agricultural processes and techniques, pest management, and food safety, or on home management issues such as budgeting, nutrition, and child development.",5.0,8.0,4.44,2.81,1.41,4.7,1.67,False,False,60220.0,37650.0,85060.0,28.95,8220.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.c', 'name': 'Learning Strategies'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.1.e', 'name': 'Instructing'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}]",
25-9031.00,Instructional Coordinators,"Develop instructional material, coordinate educational content, and incorporate current technology into instruction in order to provide guidelines to educators and instructors for developing curricula and conducting courses. May train and coach teachers. Includes educational consultants and specialists, and instructional material directors.",5.0,8.0,4.83,3.18,1.39,3.6,1.0,False,False,77440.0,47980.0,121670.0,37.23,227760.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.c', 'name': 'Learning Strategies'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.1.e', 'name': 'Instructing'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}]",
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education","Assist a preschool, elementary, middle, or secondary school teacher with instructional duties. Serve in a position for which a teacher has primary responsibility for the design and implementation of educational programs and services.",3.0,2.0,4.9,4.75,2.1,3.15,1.14,False,False,,,,,,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.c', 'name': 'Learning Strategies'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.1.e', 'name': 'Instructing'}, {'id': '2.B.1.f', 'name': 'Service Orientation'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
25-9043.00,"Teaching Assistants, Special Education","Assist a preschool, elementary, middle, or secondary school teacher to provide academic, social, or life skills to students who have learning, emotional, or physical disabilities. Serve in a position for which a teacher has primary responsibility for the design and implementation of educational programs and services.",3.0,6.0,4.86,4.86,2.21,2.65,1.14,False,False,,,,,,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.c', 'name': 'Learning Strategies'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.1.c', 'name': 'Persuasion'}, {'id': '2.B.1.e', 'name': 'Instructing'}, {'id': '2.B.1.f', 'name': 'Service Orientation'}]",
25-9044.00,"Teaching Assistants, Postsecondary","Assist faculty or other instructional staff in postsecondary institutions by performing instructional support activities, such as developing teaching materials, leading discussion groups, preparing and giving examinations, and grading examinations or papers.",5.0,6.0,4.59,3.45,1.12,2.73,1.64,False,False,42910.0,28600.0,76420.0,20.63,164090.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.c', 'name': 'Learning Strategies'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.1.e', 'name': 'Instructing'}, {'id': '2.B.1.f', 'name': 'Service Orientation'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}]",
25-9099.00,"Educational Instruction and Library Workers, All Other",All educational instruction and library workers not listed separately.,,,,,,,,,False,50890.0,25180.0,98740.0,24.47,118590.0,,
27-1011.00,Art Directors,"Formulate design concepts and presentation approaches for visual productions and media, such as print, broadcasting, video, and film. Direct workers engaged in artwork or layout design.",4.0,6.0,4.54,2.58,1.42,2.71,1.01,False,False,114850.0,64900.0,213050.0,55.22,53070.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.1.c', 'name': 'Persuasion'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.3.a', 'name': 'Operations Analysis'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
27-1012.00,Craft Artists,"Create or reproduce handmade objects for sale and exhibition using a variety of techniques, such as welding, weaving, pottery, and needlecraft.",3.0,2.0,2.57,1.96,1.04,3.27,1.87,False,False,46080.0,25960.0,71990.0,22.15,4580.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.d', 'name': 'Monitoring'}]",
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Create original artwork using any of a wide variety of media and techniques.,3.0,4.0,3.04,1.37,1.0,2.67,1.57,False,False,55490.0,31630.0,144210.0,26.68,11220.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}]",
27-1014.00,Special Effects Artists and Animators,"Create special effects or animations using film, video, computers, or other electronic tools and media for use in products, such as computer games, movies, music videos, and commercials.",4.0,6.0,4.06,3.12,1.0,3.62,1.54,False,False,102030.0,58600.0,177110.0,49.05,19970.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
27-1019.00,"Artists and Related Workers, All Other",All artists and related workers not listed separately.,,,,,,,,,False,71240.0,36580.0,136660.0,34.25,6930.0,,
27-1021.00,Commercial and Industrial Designers,"Design and develop manufactured products, such as cars, home appliances, and children's toys. Combine artistic talent with research on product use, marketing, and materials to create the most functional and appealing product design.",4.0,6.0,4.38,2.94,1.09,4.01,1.57,False,False,83910.0,53460.0,139770.0,40.34,33490.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.3.a', 'name': 'Operations Analysis'}, {'id': '2.B.3.b', 'name': 'Technology Design'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
27-1022.00,Fashion Designers,Design clothing and accessories. Create original designs or adapt fashion trends.,3.0,6.0,3.95,3.24,1.33,3.17,1.69,False,False,80960.0,39490.0,146870.0,38.92,21450.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.1.c', 'name': 'Persuasion'}, {'id': '2.B.1.d', 'name': 'Negotiation'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
27-1023.00,Floral Designers,"Design, cut, and arrange live, dried, or artificial flowers and foliage.",2.0,2.0,4.53,3.92,1.25,4.8,1.38,False,False,37360.0,28600.0,51000.0,17.96,40590.0,"[{'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.1.f', 'name': 'Service Orientation'}, {'id': '2.B.3.a', 'name': 'Operations Analysis'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
27-1024.00,Graphic Designers,"Design or create graphics to meet specific commercial or promotional needs, such as packaging, displays, or logos. May use a variety of mediums to achieve artistic or decorative effects.",4.0,6.0,4.25,2.79,1.25,3.05,1.35,False,False,62960.0,39520.0,104910.0,30.27,197830.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
27-1025.00,Interior Designers,"Plan, design, and furnish the internal space of rooms or buildings. Design interior environments or create physical layouts that are practical, aesthetic, and conducive to the intended purposes. May specialize in a particular field, style, or phase of interior design.",4.0,6.0,4.52,3.46,1.04,4.0,1.48,False,False,67190.0,41420.0,114140.0,32.3,71500.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.1.c', 'name': 'Persuasion'}, {'id': '2.B.1.f', 'name': 'Service Orientation'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
27-1026.00,Merchandise Displayers and Window Trimmers,"Plan and erect commercial displays, such as those in windows and interiors of retail stores and at trade exhibitions.",3.0,2.0,4.57,3.67,1.25,3.94,1.42,False,False,39390.0,30760.0,58370.0,18.94,165220.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
27-1027.00,Set and Exhibit Designers,"Design special exhibits and sets for film, video, television, and theater productions. May study scripts, confer with directors, and conduct research to determine appropriate architectural styles.",5.0,6.0,4.05,3.1,1.38,2.76,1.86,False,False,75240.0,41750.0,135410.0,36.17,10630.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.3.a', 'name': 'Operations Analysis'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
27-1029.00,"Designers, All Other",All designers not listed separately.,,,,,,,,,False,64950.0,43030.0,129110.0,31.23,9480.0,,
27-2011.00,Actors,"Play parts in stage, television, radio, video, or film productions, or other settings for entertainment, information, or instruction. Interpret serious or comic role by speech, gesture, and body movement to entertain or inform audience. May dance and sing.",2.0,1.0,4.71,4.8,1.48,3.65,2.1,False,False,,,,,55000.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
27-2012.00,Producers and Directors,"Produce or direct stage, television, radio, video, or film productions for entertainment, information, or instruction. Responsible for creative decisions, such as interpretation of script, choice of actors or guests, set design, sound, special effects, and choreography.",4.0,6.0,4.79,3.46,1.33,3.61,1.35,False,False,90360.0,45780.0,198540.0,43.44,143120.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.4.g', 'name': 'Systems Analysis'}, {'id': '2.B.5.a', 'name': 'Time Management'}, {'id': '2.B.5.d', 'name': 'Management of Personnel Resources'}]",
27-2012.03,Media Programming Directors,"Direct and coordinate activities of personnel engaged in preparation of radio or television station program schedules and programs, such as sports or news.",4.0,6.0,4.51,2.95,1.19,3.78,1.13,False,False,90360.0,45780.0,198540.0,43.44,143120.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.5.a', 'name': 'Time Management'}, {'id': '2.B.5.d', 'name': 'Management of Personnel Resources'}]",
27-2012.04,Talent Directors,"Audition and interview performers to select most appropriate talent for parts in stage, television, radio, or motion picture productions.",4.0,6.0,4.57,2.61,1.0,3.96,1.51,False,False,90360.0,45780.0,198540.0,43.44,143120.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.1.d', 'name': 'Negotiation'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
27-2012.05,Media Technical Directors/Managers,"Coordinate activities of technical departments, such as taping, editing, engineering, and maintenance, to produce radio or television programs.",4.0,6.0,4.94,3.66,1.17,3.35,1.39,False,False,90360.0,45780.0,198540.0,43.44,143120.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.1.c', 'name': 'Persuasion'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
27-2021.00,Athletes and Sports Competitors,Compete in athletic events.,2.0,1.0,4.32,3.37,1.73,3.33,2.5,False,False,66710.0,26500.0,742310.0,32.07,15070.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.1.c', 'name': 'Persuasion'}, {'id': '2.B.1.e', 'name': 'Instructing'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}]",
27-2022.00,Coaches and Scouts,Instruct or coach groups or individuals in the fundamentals of sports for the primary purpose of competition. Demonstrate techniques and methods of participation. May evaluate athletes' strengths and weaknesses as possible recruits or to improve the athletes' technique to prepare them for competition. Those required to hold teaching certifications should be reported in the appropriate teaching category.,4.0,6.0,4.75,3.94,1.54,2.96,1.68,False,False,47320.0,28790.0,98860.0,22.75,248950.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.c', 'name': 'Learning Strategies'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.1.e', 'name': 'Instructing'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.5.d', 'name': 'Management of Personnel Resources'}]",
